"claim_no","claim_amount_true"
"H04502",274.77
"H04503",273.92
"H04504",273.81
"H04505",263.48
"H04506",250.28
"H04507",242.63
"H04508",202.18
"H04509",200
"H04510",172.8
"H04511",133.24
"H04512",125
"H04513",122.81
"H04514",114.72
"H04515",110.78
"H04516",84.36
"H04517",79.8
"H04518",74.67
"H04519",65.95
"H04520",45.25
"H04521",28593.49
"H04522",16155.5
"H04523",10847.62
"H04524",10538.65
"H04525",10242.5
"H04526",9849.02
"H04527",9709.84
"H04528",8903.29
"H04529",8066.17
"H04530",7873.9
"H04531",7708.2
"H04532",7480.05
"H04533",7248.84
"H04534",6750.86
"H04535",6609.46
"H04536",6602.16
"H04537",5758.21
"H04538",5511.9
"H04539",5341.45
"H04540",5335.18
"H04541",5313.25
"H04542",4748.38
"H04543",4238.18
"H04544",4211.19
"H04545",4184.04
"H04546",4100.6
"H04547",4078.6
"H04548",4040.41
"H04549",4014.28
"H04550",3674.37
"H04551",3587.86
"H04552",3521.63
"H04553",3521.32
"H04554",3416.34
"H04555",3372.97
"H04556",3149.97
"H04557",3056.01
"H04558",3045.47
"H04559",2960
"H04560",2946.55
"H04561",2925
"H04562",2912.28
"H04563",2844.29
"H04564",2815.33
"H04565",2726.41
"H04566",2708
"H04567",2685.02
"H04568",2666.97
"H04569",2596.17
"H04570",2577.29
"H04571",2565.69
"H04572",2560.59
"H04573",2549.19
"H04574",2481.62
"H04575",2437.24
"H04576",2434.97
"H04577",2379.24
"H04578",2365.15
"H04579",2354.52
"H04580",2301.61
"H04581",2277
"H04582",2271.02
"H04583",2228.4
"H04584",2192.57
"H04585",2192.05
"H04586",2160.64
"H04587",2112.63
"H04588",2083.04
"H04589",2049.18
"H04590",2000
"H04591",1993.18
"H04592",1982.33
"H04593",1945.56
"H04594",1942.82
"H04595",1926.09
"H04596",1822.79
"H04597",1792.72
"H04598",1758.73
"H04599",1758.33
"H04600",1750.85
"H04601",1607.91
"H04602",1602.1
"H04603",1566.47
"H04604",1523.51
"H04605",1495.3
"H04606",1491.23
"H04607",1461.48
"H04608",1450.55
"H04609",1450.29
"H04610",1431.9
"H04611",1427.29
"H04612",1319.69
"H04613",1302.64
"H04614",1281.46
"H04615",1272.4
"H04616",1272.17
"H04617",1264.58
"H04618",1222.12
"H04619",1214.61
"H04620",1207.39
"H04621",1200
"H04622",1183.89
"H04623",1169.59
"H04624",1149.68
"H04625",1136.08
"H04626",1064.5
"H04627",1063.39
"H04628",1051.75
"H04629",1051.13
"H04630",1040.97
"H04631",1033.32
"H04632",1027.94
"H04633",1024.13
"H04634",1009.41
"H04635",1000
"H04636",995
"H04637",977.52
"H04638",974.03
"H04639",959.12
"H04640",954.98
"H04641",943.64
"H04642",935.74
"H04643",933.27
"H04644",920.29
"H04645",914.69
"H04646",913.75
"H04647",903.09
"H04648",894.12
"H04649",890.19
"H04650",881.55
"H04651",874.49
"H04652",860.1
"H04653",850
"H04654",844.58
"H04655",822.81
"H04656",822.19
"H04657",817.31
"H04658",800
"H04659",787.38
"H04660",776.72
"H04661",771.25
"H04662",762.53
"H04663",751.65
"H04664",720
"H04665",718.02
"H04666",710.3
"H04667",697.44
"H04668",696.09
"H04669",689.66
"H04670",688.97
"H04671",682.07
"H04672",681.17
"H04673",680.37
"H04674",679
"H04675",676.51
"H04676",666.66
"H04677",654.53
"H04678",654.5
"H04679",650.46
"H04680",645.01
"H04681",596.05
"H04682",582.18
"H04683",578.8
"H04684",574.76
"H04685",563.76
"H04686",559.24
"H04687",558.83
"H04688",534.02
"H04689",532.1
"H04690",523.95
"H04691",523.93
"H04692",522.76
"H04693",514.73
"H04694",513.9
"H04695",512.2
"H04696",502.37
"H04697",499.29
"H04698",498.22
"H04699",495.72
"H04700",493.92
"H04701",490.83
"H04702",485.08
"H04703",481.82
"H04704",472.7
"H04705",472.15
"H04706",471.38
"H04707",468.25
"H04708",464.83
"H04709",463.19
"H04710",460.84
"H04711",460
"H04712",457.54
"H04713",453.91
"H04714",443.74
"H04715",443.1
"H04716",440.66
"H04717",440.51
"H04718",437.26
"H04719",425.32
"H04720",423.12
"H04721",419.38
"H04722",416.94
"H04723",399.58
"H04724",390.37
"H04725",383.9
"H04726",372.75
"H04727",367.89
"H04728",361.65
"H04729",350
"H04730",348.86
"H04731",348.15
"H04732",347.79
"H04733",343.5
"H04734",342.24
"H04735",333.05
"H04736",328.91
"H04737",327.41
"H04738",325.48
"H04739",323.41
"H04740",308.89
"H04741",282.99
"H04742",281.08
"H04743",279.61
"H04744",277
"H04745",276.41
"H04746",268.4
"H04747",251.5
"H04748",246.12
"H04749",232.5
"H04750",228.7
"H04751",218.68
"H04752",184.84
"H04753",178.17
"H04754",165.32
"H04755",156.47
"H04756",147.91
"H04757",142.33
"H04758",123.1
"H04759",108.18
"H04760",78.82
"H04761",74.23
"H04762",63.33
"H04763",17.79
"H04764",15279.68
"H04765",12597.12
"H04766",12037.05
"H04767",11156.17
"H04768",10817.49
"H04769",10439.86
"H04770",10022.78
"H04771",7967.06
"H04772",7478.84
"H04773",7429.58
"H04774",7108.52
"H04775",7038.61
"H04776",6582.57
"H04777",6237.24
"H04778",6056.35
"H04779",6055
"H04780",5845.4
"H04781",5600.56
"H04782",5479.6
"H04783",5399.37
"H04784",5350.04
"H04785",5330.06
"H04786",4946.5
"H04787",4358.71
"H04788",4315.43
"H04789",4043.41
"H04790",3978.91
"H04791",3908.7
"H04792",3882.04
"H04793",3825.32
"H04794",3690.67
"H04795",3636.59
"H04796",3617.05
"H04797",3610.44
"H04798",3607
"H04799",3477.55
"H04800",3405.77
"H04801",3351.43
"H04802",3260.21
"H04803",3242.11
"H04804",3237.98
"H04805",3163
"H04806",3086.77
"H04807",2998.88
"H04808",2975.85
"H04809",2958.4
"H04810",2881.17
"H04811",2783.5
"H04812",2750
"H04813",2683.21
"H04814",2635.78
"H04815",2575.79
"H04816",2564.01
"H04817",2545.69
"H04818",2523.04
"H04819",2450.98
"H04820",2427.42
"H04821",2391
"H04822",2367.3
"H04823",2342.4
"H04824",2323.5
"H04825",2317.29
"H04826",2310
"H04827",2303.07
"H04828",2275.62
"H04829",2251.84
"H04830",2250
"H04831",2238.12
"H04832",2212.54
"H04833",2203.34
"H04834",2188.23
"H04835",2180.9
"H04836",2153.58
"H04837",2147.74
"H04838",2121.05
"H04839",2109.54
"H04840",2072.1
"H04841",2016.25
"H04842",2003.9
"H04843",2001.06
"H04844",2000
"H04845",2000
"H04846",2000
"H04847",1995.71
"H04848",1993.42
"H04849",1984.9
"H04850",1897.19
"H04851",1890.06
"H04852",1828.32
"H04853",1812.71
"H04854",1783.17
"H04855",1758.45
"H04856",1754.98
"H04857",1744.78
"H04858",1740.98
"H04859",1727.86
"H04860",1577.2
"H04861",1573.21
"H04862",1542.91
"H04863",1540.27
"H04864",1514
"H04865",1508.83
"H04866",1506.79
"H04867",1505.1
"H04868",1472.66
"H04869",1462.79
"H04870",1442.08
"H04871",1437.65
"H04872",1401.95
"H04873",1385.4
"H04874",1375.48
"H04875",1366.27
"H04876",1342.57
"H04877",1342
"H04878",1332.07
"H04879",1322.9
"H04880",1322.03
"H04881",1307.78
"H04882",1297.53
"H04883",1292.3
"H04884",1292.26
"H04885",1289.35
"H04886",1286.63
"H04887",1274.36
"H04888",1260.7
"H04889",1234.02
"H04890",1230.12
"H04891",1223
"H04892",1222.94
"H04893",1215.89
"H04894",1203.91
"H04895",1201.63
"H04896",1199.21
"H04897",1188.26
"H04898",1168.23
"H04899",1150
"H04900",1146.53
"H04901",1134.08
"H04902",1129.25
"H04903",1117.22
"H04904",1116.09
"H04905",1098.14
"H04906",1092.98
"H04907",1089.32
"H04908",1080.92
"H04909",1031.94
"H04910",1021.6
"H04911",1013.11
"H04912",1000
"H04913",1000
"H04914",1000
"H04915",994.91
"H04916",992.24
"H04917",983.06
"H04918",956.36
"H04919",951.88
"H04920",938.01
"H04921",929.75
"H04922",916.02
"H04923",914.8
"H04924",904.46
"H04925",904.42
"H04926",897.51
"H04927",887.11
"H04928",880
"H04929",873.08
"H04930",868.89
"H04931",860.14
"H04932",856.3
"H04933",855.17
"H04934",853.75
"H04935",852.63
"H04936",849.62
"H04937",844.7
"H04938",844.55
"H04939",843.63
"H04940",838.96
"H04941",837.31
"H04942",830.88
"H04943",830.24
"H04944",825.64
"H04945",819.82
"H04946",818.24
"H04947",805.92
"H04948",802.44
"H04949",797.69
"H04950",795.7
"H04951",791.52
"H04952",785.89
"H04953",784.54
"H04954",783.73
"H04955",769.83
"H04956",766.84
"H04957",762.32
"H04958",745.73
"H04959",742.82
"H04960",742.7
"H04961",740.44
"H04962",733.77
"H04963",732
"H04964",730.03
"H04965",705.62
"H04966",695.75
"H04967",694.46
"H04968",665.29
"H04969",651.38
"H04970",651.21
"H04971",648.03
"H04972",642.43
"H04973",642.23
"H04974",637.26
"H04975",633.06
"H04976",622.99
"H04977",603
"H04978",582.31
"H04979",581.84
"H04980",575.93
"H04981",570.74
"H04982",554.28
"H04983",553.71
"H04984",549.57
"H04985",548.2
"H04986",529.93
"H04987",527.79
"H04988",504.71
"H04989",500
"H04990",499.55
"H04991",497.83
"H04992",495.54
"H04993",489.84
"H04994",461.35
"H04995",453.99
"H04996",452.07
"H04997",447.25
"H04998",442.92
"H04999",440
"H05000",439.09
"H05001",435.5
"H05002",434.57
"H05003",431.98
"H05004",429.7
"H05005",416.85
"H05006",409.29
"H05007",405.75
"H05008",405.72
"H05009",403.01
"H05010",398.71
"H05011",395
"H05012",385.12
"H05013",378.26
"H05014",377.34
"H05015",373.58
"H05016",363.32
"H05017",361.54
"H05018",356.47
"H05019",354.2
"H05020",346.57
"H05021",344.11
"H05022",342.15
"H05023",338.73
"H05024",334.12
"H05025",329.85
"H05026",322.14
"H05027",320.97
"H05028",312.11
"H05029",306.9
"H05030",299.36
"H05031",293.92
"H05032",281.15
"H05033",252.12
"H05034",250.56
"H05035",249.01
"H05036",245.2
"H05037",241.19
"H05038",224.3
"H05039",200.03
"H05040",200
"H05041",169.82
"H05042",167.14
"H05043",157.71
"H05044",147.26
"H05045",138.31
"H05046",120
"H05047",99.22
"H05048",95
"H05049",91.79
"H05050",91.24
"H05051",75
"H05052",56.9
"H05053",26439.48
"H05054",23344.38
"H05055",20736.67
"H05056",16002.49
"H05057",14483.55
"H05058",13714.98
"H05059",11916.58
"H05060",11479.36
"H05061",10119.03
"H05062",10103.5
"H05063",9411.8
"H05064",9028.56
"H05065",8378.83
"H05066",8283.19
"H05067",7937.27
"H05068",7589.25
"H05069",7419.73
"H05070",7381.89
"H05071",7380.58
"H05072",7312.72
"H05073",7275
"H05074",6867.53
"H05075",6761.27
"H05076",6675.67
"H05077",6448.75
"H05078",6236.03
"H05079",6211.99
"H05080",5971.37
"H05081",5604.53
"H05082",5364.71
"H05083",5347.31
"H05084",5263.84
"H05085",5169.91
"H05086",4528.69
"H05087",4521.52
"H05088",4488.66
"H05089",4302.05
"H05090",4188.6
"H05091",4155
"H05092",4149.92
"H05093",4088
"H05094",4080.73
"H05095",3918.79
"H05096",3894.92
"H05097",3884.72
"H05098",3807.25
"H05099",3806.43
"H05100",3781.2
"H05101",3740.25
"H05102",3716.08
"H05103",3513.56
"H05104",3473.16
"H05105",3435.92
"H05106",3410.38
"H05107",3325
"H05108",3261.98
"H05109",3174.5
"H05110",3159.02
"H05111",3151.33
"H05112",3078.75
"H05113",3069.44
"H05114",2988.99
"H05115",2972.34
"H05116",2900
"H05117",2895.88
"H05118",2860.33
"H05119",2822.8
"H05120",2807.69
"H05121",2803.84
"H05122",2784.48
"H05123",2777.68
"H05124",2750.76
"H05125",2739.23
"H05126",2677.34
"H05127",2624.89
"H05128",2621.45
"H05129",2610.87
"H05130",2503.62
"H05131",2464.83
"H05132",2398.34
"H05133",2326.16
"H05134",2300.47
"H05135",2265.75
"H05136",2255.61
"H05137",2211.92
"H05138",2176.78
"H05139",2106.17
"H05140",2075.62
"H05141",2043.98
"H05142",2005.64
"H05143",1993.9
"H05144",1920.9
"H05145",1906.05
"H05146",1904.13
"H05147",1854.96
"H05148",1805.62
"H05149",1789.08
"H05150",1757
"H05151",1751.3
"H05152",1750
"H05153",1735
"H05154",1730.95
"H05155",1662.83
"H05156",1650
"H05157",1625.78
"H05158",1617.41
"H05159",1584.11
"H05160",1580.14
"H05161",1577.67
"H05162",1543.47
"H05163",1533.74
"H05164",1533.42
"H05165",1498.19
"H05166",1477.9
"H05167",1475.99
"H05168",1431.47
"H05169",1414.86
"H05170",1403.93
"H05171",1400
"H05172",1386.93
"H05173",1377.44
"H05174",1376.94
"H05175",1371.51
"H05176",1355.95
"H05177",1350
"H05178",1347.45
"H05179",1336
"H05180",1326.22
"H05181",1316.5
"H05182",1315.58
"H05183",1314.5
"H05184",1297.5
"H05185",1296.47
"H05186",1282.26
"H05187",1250.76
"H05188",1242.77
"H05189",1233.97
"H05190",1214.09
"H05191",1209.99
"H05192",1182.44
"H05193",1175.21
"H05194",1165.61
"H05195",1156.66
"H05196",1141.08
"H05197",1122.95
"H05198",1120.62
"H05199",1112.82
"H05200",1109.18
"H05201",1107.57
"H05202",1103.19
"H05203",1100.94
"H05204",1100.68
"H05205",1098.9
"H05206",1096.33
"H05207",1091.96
"H05208",1087.29
"H05209",1085.72
"H05210",1064.4
"H05211",1046.66
"H05212",1028.02
"H05213",1015.37
"H05214",1006.99
"H05215",991.74
"H05216",987.43
"H05217",985.97
"H05218",982.45
"H05219",976.89
"H05220",968.9
"H05221",966.22
"H05222",961.35
"H05223",952.72
"H05224",949.82
"H05225",922.51
"H05226",919.34
"H05227",908
"H05228",908
"H05229",902.67
"H05230",884.77
"H05231",878.58
"H05232",874.92
"H05233",852.08
"H05234",837.84
"H05235",831.53
"H05236",829.94
"H05237",810.88
"H05238",807.85
"H05239",806.73
"H05240",800.69
"H05241",785.41
"H05242",784.92
"H05243",782.76
"H05244",780.15
"H05245",780
"H05246",768.91
"H05247",766.17
"H05248",759.63
"H05249",754.76
"H05250",748.78
"H05251",746.07
"H05252",735.16
"H05253",729.24
"H05254",727.54
"H05255",720.9
"H05256",718.1
"H05257",716.76
"H05258",709.61
"H05259",704.81
"H05260",691.23
"H05261",686.81
"H05262",684.61
"H05263",679.12
"H05264",675.65
"H05265",674.94
"H05266",661.37
"H05267",659.77
"H05268",651.3
"H05269",643.3
"H05270",634.73
"H05271",630.15
"H05272",626.98
"H05273",625.93
"H05274",623.17
"H05275",622.49
"H05276",599.8
"H05277",596.15
"H05278",594.12
"H05279",586.43
"H05280",581.44
"H05281",580.33
"H05282",578.78
"H05283",573.27
"H05284",570.75
"H05285",560.62
"H05286",549.26
"H05287",545.69
"H05288",541.8
"H05289",537.28
"H05290",534.92
"H05291",532.12
"H05292",530.33
"H05293",528.89
"H05294",523.89
"H05295",523.32
"H05296",516.68
"H05297",514.68
"H05298",489.76
"H05299",489.51
"H05300",485.38
"H05301",483.1
"H05302",473.25
"H05303",469.36
"H05304",451.75
"H05305",445.85
"H05306",443.19
"H05307",441.4
"H05308",440.51
"H05309",439.95
"H05310",437.77
"H05311",437.34
"H05312",435.51
"H05313",422.54
"H05314",417.39
"H05315",414.23
"H05316",412.16
"H05317",410.4
"H05318",409.91
"H05319",403.78
"H05320",383.63
"H05321",378.52
"H05322",360.36
"H05323",357.72
"H05324",342.04
"H05325",331.45
"H05326",324.9
"H05327",324.43
"H05328",306.7
"H05329",305.48
"H05330",298.22
"H05331",286
"H05332",272.89
"H05333",265.23
"H05334",263.34
"H05335",262.18
"H05336",243
"H05337",235.84
"H05338",233.78
"H05339",227.72
"H05340",226.27
"H05341",225
"H05342",225
"H05343",224.27
"H05344",218.01
"H05345",200
"H05346",194.44
"H05347",172.26
"H05348",164.74
"H05349",142.74
"H05350",140.04
"H05351",120
"H05352",65.45
"H05353",65
"H05354",11669.62
"H05355",11599.69
"H05356",11334.49
"H05357",10271.83
"H05358",10067.47
"H05359",9319.94
"H05360",9200.62
"H05361",8938.81
"H05362",8170.69
"H05363",8107.8
"H05364",7966.3
"H05365",7676.44
"H05366",7354.57
"H05367",7328.82
"H05368",7273.75
"H05369",7173.95
"H05370",6872.31
"H05371",6792.72
"H05372",6400.16
"H05373",6055.76
"H05374",5910.75
"H05375",5572.45
"H05376",5491.15
"H05377",5278.9
"H05378",4681
"H05379",4669.41
"H05380",4617.24
"H05381",4334.51
"H05382",4165.44
"H05383",4150.59
"H05384",4149.24
"H05385",4144.16
"H05386",4060.6
"H05387",4018.01
"H05388",4010
"H05389",3845.11
"H05390",3700.96
"H05391",3648
"H05392",3605.2
"H05393",3569.77
"H05394",3326.03
"H05395",3295.23
"H05396",3205.33
"H05397",3190.13
"H05398",3174.71
"H05399",3173.7
"H05400",3161.97
"H05401",2992.53
"H05402",2957.68
"H05403",2916
"H05404",2883.9
"H05405",2878.33
"H05406",2770.7
"H05407",2748.47
"H05408",2734.19
"H05409",2653.78
"H05410",2628.09
"H05411",2618.35
"H05412",2565.47
"H05413",2500
"H05414",2399.38
"H05415",2358.47
"H05416",2330.86
"H05417",2281.34
"H05418",2228.07
"H05419",2203.89
"H05420",2200.97
"H05421",2188.15
"H05422",2187.3
"H05423",2144.87
"H05424",2141.37
"H05425",2105.55
"H05426",2100.56
"H05427",1922.4
"H05428",1916.44
"H05429",1913.63
"H05430",1910
"H05431",1902.51
"H05432",1900
"H05433",1809.29
"H05434",1784.36
"H05435",1746.08
"H05436",1702.78
"H05437",1701.53
"H05438",1700
"H05439",1699.46
"H05440",1694.95
"H05441",1683.05
"H05442",1675.85
"H05443",1663.43
"H05444",1646
"H05445",1643.2
"H05446",1623.65
"H05447",1611.28
"H05448",1607.19
"H05449",1595.62
"H05450",1585.63
"H05451",1568.21
"H05452",1546.18
"H05453",1533.8
"H05454",1522.57
"H05455",1519.87
"H05456",1519.76
"H05457",1514.75
"H05458",1514.52
"H05459",1500
"H05460",1493.44
"H05461",1486.05
"H05462",1464.16
"H05463",1442.47
"H05464",1442.32
"H05465",1406.98
"H05466",1400
"H05467",1383.07
"H05468",1371.76
"H05469",1367.13
"H05470",1353
"H05471",1339.86
"H05472",1338.85
"H05473",1338.36
"H05474",1324.74
"H05475",1317.3
"H05476",1294.25
"H05477",1257.9
"H05478",1245.25
"H05479",1240.74
"H05480",1231.25
"H05481",1222.6
"H05482",1220.72
"H05483",1217.24
"H05484",1212.65
"H05485",1201.33
"H05486",1189.83
"H05487",1179.49
"H05488",1151.46
"H05489",1143.37
"H05490",1142.28
"H05491",1141.11
"H05492",1133.6
"H05493",1123.07
"H05494",1111.39
"H05495",1101.36
"H05496",1100.39
"H05497",1097.92
"H05498",1095.07
"H05499",1093.36
"H05500",1084
"H05501",1074.51
"H05502",1049.61
"H05503",1039.44
"H05504",1038.07
"H05505",1012.67
"H05506",1011
"H05507",1004.35
"H05508",1000
"H05509",994.78
"H05510",989.94
"H05511",984.28
"H05512",972.02
"H05513",947.26
"H05514",936.38
"H05515",925
"H05516",891.42
"H05517",883.52
"H05518",881.44
"H05519",873.68
"H05520",865.47
"H05521",860.89
"H05522",857.65
"H05523",855.93
"H05524",853.65
"H05525",851.8
"H05526",849.66
"H05527",843.54
"H05528",838.65
"H05529",803.57
"H05530",803.39
"H05531",803.25
"H05532",803.22
"H05533",801.28
"H05534",800.89
"H05535",781.78
"H05536",759.89
"H05537",752.3
"H05538",752.1
"H05539",750
"H05540",750
"H05541",744.87
"H05542",741.13
"H05543",733.78
"H05544",731.99
"H05545",701.3
"H05546",692.58
"H05547",688.76
"H05548",681.24
"H05549",681.04
"H05550",677.29
"H05551",676.5
"H05552",675
"H05553",672.39
"H05554",669.9
"H05555",665.44
"H05556",659.98
"H05557",659.17
"H05558",659.13
"H05559",650.38
"H05560",640.09
"H05561",636.71
"H05562",636.33
"H05563",622.27
"H05564",614.92
"H05565",608.83
"H05566",595
"H05567",592.02
"H05568",591.67
"H05569",587.86
"H05570",587.74
"H05571",580.05
"H05572",573.03
"H05573",572.77
"H05574",563.86
"H05575",555.58
"H05576",547.85
"H05577",547.09
"H05578",538.41
"H05579",525
"H05580",520.88
"H05581",520.5
"H05582",520.33
"H05583",518.87
"H05584",513.84
"H05585",511.92
"H05586",505.11
"H05587",493.79
"H05588",486.16
"H05589",485.77
"H05590",477.36
"H05591",466.36
"H05592",464.93
"H05593",458.82
"H05594",450.54
"H05595",441.49
"H05596",439.97
"H05597",436.76
"H05598",431.98
"H05599",431.5
"H05600",427.94
"H05601",426.1
"H05602",424.28
"H05603",423.75
"H05604",422.95
"H05605",416.2
"H05606",412.83
"H05607",410.5
"H05608",410.14
"H05609",402.8
"H05610",376.99
"H05611",350.17
"H05612",344.1
"H05613",342.42
"H05614",341
"H05615",337.96
"H05616",334.53
"H05617",325.36
"H05618",323.77
"H05619",319.73
"H05620",318.09
"H05621",312.97
"H05622",302.1
"H05623",300
"H05624",299.74
"H05625",289
"H05626",288.43
"H05627",287.03
"H05628",280.67
"H05629",274.3
"H05630",266.05
"H05631",259.43
"H05632",228.05
"H05633",206.7
"H05634",186.56
"H05635",165
"H05636",150
"H05637",142.2
"H05638",113.92
"H05639",113.33
"H05640",97.04
"H05641",84.79
"H05642",74.72
"H05643",53.8
"H05644",50
"H05645",47.76
"H05646",41.75
"H05647",32
"H05648",31.57
"H05649",16208.05
"H05650",16175
"H05651",15845
"H05652",14908.67
"H05653",12091.48
"H05654",10154.37
"H05655",9668.22
"H05656",8869.98
"H05657",7964.72
"H05658",7571.58
"H05659",7524.01
"H05660",7136.8
"H05661",6832.98
"H05662",6210.85
"H05663",6055.33
"H05664",5882
"H05665",5811.16
"H05666",5671.92
"H05667",5598.05
"H05668",5482.68
"H05669",5370.19
"H05670",5143.65
"H05671",4872.03
"H05672",4809.75
"H05673",4536.19
"H05674",4234.65
"H05675",4171.55
"H05676",4155.69
"H05677",4120.68
"H05678",4118.55
"H05679",4112.56
"H05680",4078.3
"H05681",4000
"H05682",3942.63
"H05683",3820.68
"H05684",3740.13
"H05685",3696
"H05686",3675
"H05687",3660.97
"H05688",3626.77
"H05689",3570.96
"H05690",3332.79
"H05691",3321.59
"H05692",3302.34
"H05693",3285.5
"H05694",3283.81
"H05695",3265.31
"H05696",3240
"H05697",3239.11
"H05698",3211.1
"H05699",3204.38
"H05700",3199.62
"H05701",3100.58
"H05702",3085.09
"H05703",3070.28
"H05704",3043.57
"H05705",3038.81
"H05706",3022.65
"H05707",3021.88
"H05708",2965.24
"H05709",2941.5
"H05710",2908.31
"H05711",2895.89
"H05712",2873.55
"H05713",2802.98
"H05714",2713.54
"H05715",2710.63
"H05716",2668.81
"H05717",2634.39
"H05718",2594.2
"H05719",2563.43
"H05720",2558.85
"H05721",2528.7
"H05722",2520.09
"H05723",2500.47
"H05724",2482.18
"H05725",2442.97
"H05726",2420.85
"H05727",2384.36
"H05728",2372.51
"H05729",2348.28
"H05730",2319.89
"H05731",2313.46
"H05732",2305.79
"H05733",2268.35
"H05734",2264.77
"H05735",2262.15
"H05736",2255.89
"H05737",2231.99
"H05738",2148.8
"H05739",2127.22
"H05740",2100
"H05741",2095.41
"H05742",2094.49
"H05743",2040.35
"H05744",2027.99
"H05745",2011.49
"H05746",1987.68
"H05747",1978.97
"H05748",1967.97
"H05749",1962.91
"H05750",1907.39
"H05751",1869.49
"H05752",1836.11
"H05753",1788.06
"H05754",1787.42
"H05755",1770.63
"H05756",1769.15
"H05757",1764.12
"H05758",1758.73
"H05759",1722.29
"H05760",1720.09
"H05761",1712.08
"H05762",1694.74
"H05763",1665.54
"H05764",1640.69
"H05765",1637.69
"H05766",1625.17
"H05767",1625
"H05768",1620.73
"H05769",1579.72
"H05770",1577.23
"H05771",1573.23
"H05772",1541.52
"H05773",1530.84
"H05774",1523.72
"H05775",1513.5
"H05776",1492.96
"H05777",1478.53
"H05778",1460.1
"H05779",1450
"H05780",1445.96
"H05781",1401.84
"H05782",1400.81
"H05783",1400.4
"H05784",1391.13
"H05785",1376.27
"H05786",1373.47
"H05787",1372.21
"H05788",1315.06
"H05789",1307.41
"H05790",1298.91
"H05791",1294.87
"H05792",1266.11
"H05793",1263.16
"H05794",1240.42
"H05795",1238.39
"H05796",1234.08
"H05797",1229
"H05798",1226.12
"H05799",1222.12
"H05800",1194.96
"H05801",1190.97
"H05802",1177.49
"H05803",1162.61
"H05804",1156.4
"H05805",1151.64
"H05806",1144.92
"H05807",1139.93
"H05808",1123.1
"H05809",1086.61
"H05810",1085.43
"H05811",1071.9
"H05812",1059.72
"H05813",1057.79
"H05814",1045.28
"H05815",1044.7
"H05816",1035.59
"H05817",1028.9
"H05818",1014.09
"H05819",1007.02
"H05820",996.19
"H05821",975.43
"H05822",967.19
"H05823",962.15
"H05824",961.26
"H05825",952.64
"H05826",951.8
"H05827",949.22
"H05828",948.53
"H05829",942.38
"H05830",937.31
"H05831",930.88
"H05832",927.36
"H05833",919.99
"H05834",913.34
"H05835",913.08
"H05836",896.83
"H05837",896.16
"H05838",895.01
"H05839",894.54
"H05840",894.35
"H05841",888.6
"H05842",880.5
"H05843",877.83
"H05844",871.59
"H05845",868.7
"H05846",865.15
"H05847",850.29
"H05848",848.25
"H05849",837.33
"H05850",831.03
"H05851",828.26
"H05852",816.3
"H05853",810
"H05854",806.24
"H05855",800
"H05856",800
"H05857",797.04
"H05858",789.28
"H05859",783.29
"H05860",779.49
"H05861",778.22
"H05862",777.74
"H05863",775
"H05864",771.06
"H05865",765.49
"H05866",763.53
"H05867",762.63
"H05868",755.29
"H05869",752.32
"H05870",750
"H05871",744.69
"H05872",741
"H05873",739.14
"H05874",732.64
"H05875",727.11
"H05876",727.02
"H05877",721.25
"H05878",720.61
"H05879",717.05
"H05880",708.94
"H05881",706.04
"H05882",675
"H05883",675
"H05884",674.44
"H05885",671.72
"H05886",669.45
"H05887",663.88
"H05888",650
"H05889",648.93
"H05890",647
"H05891",631.71
"H05892",628.83
"H05893",627.8
"H05894",627.19
"H05895",613.22
"H05896",612.29
"H05897",600
"H05898",597.08
"H05899",596.1
"H05900",589.6
"H05901",588.47
"H05902",588.32
"H05903",578.97
"H05904",564.22
"H05905",562.82
"H05906",558.45
"H05907",556.82
"H05908",547.9
"H05909",538.16
"H05910",528.83
"H05911",523.73
"H05912",504.91
"H05913",504.63
"H05914",504.47
"H05915",500
"H05916",497.37
"H05917",497
"H05918",496.92
"H05919",490
"H05920",487.8
"H05921",487.51
"H05922",483.74
"H05923",470.99
"H05924",464.86
"H05925",459.88
"H05926",442.7
"H05927",436.37
"H05928",428.52
"H05929",427.46
"H05930",427.35
"H05931",427.3
"H05932",420
"H05933",405.33
"H05934",403.56
"H05935",403.14
"H05936",401.79
"H05937",400.47
"H05938",400
"H05939",399.57
"H05940",398.25
"H05941",392.09
"H05942",384.77
"H05943",381.94
"H05944",381.39
"H05945",381.25
"H05946",362.15
"H05947",356.87
"H05948",355.86
"H05949",354.8
"H05950",351.12
"H05951",350
"H05952",336
"H05953",324.54
"H05954",322.48
"H05955",312.28
"H05956",310.9
"H05957",296.86
"H05958",295.32
"H05959",291.08
"H05960",291.01
"H05961",287.02
"H05962",272.48
"H05963",267.27
"H05964",260.61
"H05965",258.09
"H05966",250
"H05967",235.95
"H05968",227.61
"H05969",204.29
"H05970",200
"H05971",198.61
"H05972",175
"H05973",170.73
"H05974",125
"H05975",123.32
"H05976",90.64
"H05977",85.38
"H05978",42.59
"H05979",9.5
"H05980",16140.95
"H05981",12582.27
"H05982",11936.29
"H05983",11055.99
"H05984",10836.4
"H05985",10218.82
"H05986",9963.09
"H05987",9523.22
"H05988",8687.61
"H05989",8534.72
"H05990",7807.72
"H05991",7758.57
"H05992",7141.83
"H05993",6937.9
"H05994",6890.65
"H05995",6884.15
"H05996",6731.46
"H05997",6706.5
